renewable_resource,carrier,installed_capacity_mw,official_connection_bus,response_zone_id,constraint_group_count,mode_id,branch,flow_sign,normalized_positive_relief,relief_mw_per_mw_curtailment,mapping_method
15174-DW,wind,20.0,1511,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.36694158021312906,0.19399537382532758,official_model_generator_bus_assignment
15174-DW,wind,20.0,1511,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999645863,0.012039979995834645,official_model_generator_bus_assignment
15175-1,wind,9.999,1511,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.39150812506389737,0.2052793831419615,official_model_generator_bus_assignment
15175-1,wind,9.999,1511,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.9748695028090586,0.20527938314187627,official_model_generator_bus_assignment
15175-1,wind,9.999,1511,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.36694158021312906,0.19399537382532758,official_model_generator_bus_assignment
15175-1,wind,9.999,1511,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999645863,0.012039979995834645,official_model_generator_bus_assignment
15271-1,wind,56.4,1521,C003-Z001,1,2561-3781-1::+1,2561-3781-1,1,0.9999999999687853,0.0120399799958852,official_model_generator_bus_assignment
15471-1,solar,4.0,1541,C003-Z001,3,1122-1742-1::+1,1122-1742-1,1,0.7395924272002113,0.41573818638471505,official_model_generator_bus_assignment
15471-1,solar,4.0,1541,C003-Z001,3,3082-3122-1::-1,3082-3122-1,-1,0.48394909053240986,0.320343284341253,official_model_generator_bus_assignment
15471-1,solar,4.0,1541,C003-Z001,3,2561-3781-1::+1,2561-3781-1,1,0.9999999999605292,0.012039979995785797,official_model_generator_bus_assignment
15473-1,solar,4.0,1541,C003-Z001,3,1122-1742-1::+1,1122-1742-1,1,0.7395924272002113,0.41573818638471505,official_model_generator_bus_assignment
15473-1,solar,4.0,1541,C003-Z001,3,3082-3122-1::-1,3082-3122-1,-1,0.48394909053240986,0.320343284341253,official_model_generator_bus_assignment
15473-1,solar,4.0,1541,C003-Z001,3,2561-3781-1::+1,2561-3781-1,1,0.9999999999605292,0.012039979995785797,official_model_generator_bus_assignment
15571-1,wind,5.4,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15571-1,wind,5.4,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15571-1,wind,5.4,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15571-1,wind,5.4,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15571-1,wind,5.4,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15571-1,wind,5.4,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15571-2,wind,12.0,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15571-2,wind,12.0,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15571-2,wind,12.0,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15571-2,wind,12.0,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15571-2,wind,12.0,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15571-2,wind,12.0,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15571-DW,wind,5.95,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15571-DW,wind,5.95,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15571-DW,wind,5.95,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15571-DW,wind,5.95,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15571-DW,wind,5.95,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15571-DW,wind,5.95,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15572-1,wind,65.7,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15572-1,wind,65.7,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15572-1,wind,65.7,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15572-1,wind,65.7,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15572-1,wind,65.7,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15572-1,wind,65.7,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15573-1,wind,20.0,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15573-1,wind,20.0,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15573-1,wind,20.0,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15573-1,wind,20.0,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15573-1,wind,20.0,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15573-1,wind,20.0,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15573-2,wind,3.0,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15573-2,wind,3.0,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15573-2,wind,3.0,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15573-2,wind,3.0,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15573-2,wind,3.0,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15573-2,wind,3.0,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15574-1,wind,57.0,1551,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.26976457084487954,0.14144560777009377,official_model_generator_bus_assignment
15574-1,wind,57.0,1551,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.671723614962096,0.14144560776998488,official_model_generator_bus_assignment
15574-1,wind,57.0,1551,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.253699557560292,0.1341263655093076,official_model_generator_bus_assignment
15574-1,wind,57.0,1551,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.12096315595703946,0.06799556245772315,official_model_generator_bus_assignment
15574-1,wind,57.0,1551,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09490607111556253,0.06282173707907357,official_model_generator_bus_assignment
15574-1,wind,57.0,1551,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999678131,0.012039979995873494,official_model_generator_bus_assignment
15771-1,wind,1.98,1571,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.8031079921996259,0.41234007663659916,official_model_generator_bus_assignment
15771-1,wind,1.98,1571,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.5224315499204739,0.41234007663641303,official_model_generator_bus_assignment
15771-1,wind,1.98,1571,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.5669305072282758,0.41234007663721967,official_model_generator_bus_assignment
15771-1,wind,1.98,1571,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,1.0,0.012039979996261024,official_model_generator_bus_assignment
15772-1,wind,3.0,1571,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.8031079921996259,0.41234007663659916,official_model_generator_bus_assignment
15772-1,wind,3.0,1571,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.5224315499204739,0.41234007663641303,official_model_generator_bus_assignment
15772-1,wind,3.0,1571,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.5669305072282758,0.41234007663721967,official_model_generator_bus_assignment
15772-1,wind,3.0,1571,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,1.0,0.012039979996261024,official_model_generator_bus_assignment
15971-1,solar,100.0,1591,C003-Z001,1,2561-3781-1::+1,2561-3781-1,1,0.9999999999749061,0.012039979995958894,official_model_generator_bus_assignment
16271-1,solar,10.0,1621,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.2471660961181463,0.12959655367678247,official_model_generator_bus_assignment
16271-1,solar,10.0,1621,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6154525891244719,0.12959655367666945,official_model_generator_bus_assignment
16271-1,solar,10.0,1621,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.23265438576512082,0.12300016398357383,official_model_generator_bus_assignment
16271-1,solar,10.0,1621,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.13835875528990038,0.07777394126711165,official_model_generator_bus_assignment
16271-1,solar,10.0,1621,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.10478801565808288,0.06936295108765138,official_model_generator_bus_assignment
16271-1,solar,10.0,1621,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999695691,0.012039979995894637,official_model_generator_bus_assignment
16371-1,wind,3.4,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16371-1,wind,3.4,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16371-1,wind,3.4,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16371-1,wind,3.4,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16372-2,wind,3.4,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16372-2,wind,3.4,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16372-2,wind,3.4,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16372-2,wind,3.4,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16373-3,wind,6.8,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16373-3,wind,6.8,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16373-3,wind,6.8,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16373-3,wind,6.8,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16374-4,wind,7.65,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16374-4,wind,7.65,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16374-4,wind,7.65,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16374-4,wind,7.65,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16375-1,wind,3.96,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16375-1,wind,3.96,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16375-1,wind,3.96,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16375-1,wind,3.96,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16376-6,wind,4.95,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16376-6,wind,4.95,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16376-6,wind,4.95,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16376-6,wind,4.95,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16377-1,wind,9.0,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16377-1,wind,9.0,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16377-1,wind,9.0,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16377-1,wind,9.0,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16378-1,wind,1.598,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16378-1,wind,1.598,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16378-1,wind,1.598,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16378-1,wind,1.598,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16379-2,wind,0.29,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16379-2,wind,0.29,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16379-2,wind,0.29,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16379-2,wind,0.29,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16382-1,wind,10.225,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16382-1,wind,10.225,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16382-1,wind,10.225,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16382-1,wind,10.225,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16385-1,wind,16.35,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16385-1,wind,16.35,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16385-1,wind,16.35,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16385-1,wind,16.35,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16392-1,wind,11.98,1631,C003-Z001,4,3581-89516-1::+1,3581-89516-1,1,0.23225083265007052,0.11924464339042429,official_model_generator_bus_assignment
16392-1,wind,11.98,1631,C003-Z001,4,T89510-89515-1::-1,T89510-89515-1,-1,0.15108200098887667,0.11924464339035247,official_model_generator_bus_assignment
16392-1,wind,11.98,1631,C003-Z001,4,T89515-89516-1::-1,T89515-89516-1,-1,0.16395065624715632,0.11924464339057737,official_model_generator_bus_assignment
16392-1,wind,11.98,1631,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999631344,0.012039979995817162,official_model_generator_bus_assignment
16471-1,solar,100.0,16410,C003-Z001,5,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.09729479882707527,0.05101456395798569,official_model_generator_bus_assignment
16471-1,solar,100.0,16410,C003-Z001,5,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.2422675957055295,0.051014563957938644,official_model_generator_bus_assignment
16471-1,solar,100.0,16410,C003-Z001,5,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.09822454196138537,0.051929538008619346,official_model_generator_bus_assignment
16471-1,solar,100.0,16410,C003-Z001,5,3691-4041-1::+1,3691-4041-1,1,0.09192584573873251,0.05145963224343744,official_model_generator_bus_assignment
16471-1,solar,100.0,16410,C003-Z001,5,2561-3781-1::+1,2561-3781-1,1,0.999999999960446,0.012039979995784794,official_model_generator_bus_assignment
16571-1,wind,37.8,1651,C003-Z001,5,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.3535458639055287,0.18537463773727267,official_model_generator_bus_assignment
16571-1,wind,37.8,1651,C003-Z001,5,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.8803420887099754,0.18537463773713964,official_model_generator_bus_assignment
16571-1,wind,37.8,1651,C003-Z001,5,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.3322592732637816,0.17565946570105476,official_model_generator_bus_assignment
16571-1,wind,37.8,1651,C003-Z001,5,3082-3122-1::-1,3082-3122-1,-1,0.05184513016656785,0.0343181537057685,official_model_generator_bus_assignment
16571-1,wind,37.8,1651,C003-Z001,5,2561-3781-1::+1,2561-3781-1,1,0.9999999999616042,0.01203997999579874,official_model_generator_bus_assignment
16572-1,solar,34.0,1651,C003-Z001,5,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.3535458639055287,0.18537463773727267,official_model_generator_bus_assignment
16572-1,solar,34.0,1651,C003-Z001,5,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.8803420887099754,0.18537463773713964,official_model_generator_bus_assignment
16572-1,solar,34.0,1651,C003-Z001,5,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.3322592732637816,0.17565946570105476,official_model_generator_bus_assignment
16572-1,solar,34.0,1651,C003-Z001,5,3082-3122-1::-1,3082-3122-1,-1,0.05184513016656785,0.0343181537057685,official_model_generator_bus_assignment
16572-1,solar,34.0,1651,C003-Z001,5,2561-3781-1::+1,2561-3781-1,1,0.9999999999616042,0.01203997999579874,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,3581-89516-1::+1,3581-89516-1,1,0.08708574614390818,0.044712471532730995,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,T89510-89515-1::-1,T89510-89515-1,-1,0.056650340646475936,0.04471247153278281,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,T89515-89516-1::-1,T89515-89516-1,-1,0.06147562558586743,0.04471247153258384,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.0639328713204198,0.03352191065002347,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.15919518009262595,0.033521910649998946,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.06520014479226743,0.03447013678606501,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,3691-4041-1::+1,3691-4041-1,1,0.540635591055844,0.30264512085663586,official_model_generator_bus_assignment
16670-1,wind,4.65,1661,C003-Z001,8,2561-3781-1::+1,2561-3781-1,1,0.999999999954077,0.012039979995708112,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,3581-89516-1::+1,3581-89516-1,1,0.08708574614390818,0.044712471532730995,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,T89510-89515-1::-1,T89510-89515-1,-1,0.056650340646475936,0.04471247153278281,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,T89515-89516-1::-1,T89515-89516-1,-1,0.06147562558586743,0.04471247153258384,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.0639328713204198,0.03352191065002347,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.15919518009262595,0.033521910649998946,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.06520014479226743,0.03447013678606501,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,3691-4041-1::+1,3691-4041-1,1,0.540635591055844,0.30264512085663586,official_model_generator_bus_assignment
16671-1,wind,3.4,1661,C003-Z001,8,2561-3781-1::+1,2561-3781-1,1,0.999999999954077,0.012039979995708112,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,3581-89516-1::+1,3581-89516-1,1,0.08708574614390818,0.044712471532730995,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,T89510-89515-1::-1,T89510-89515-1,-1,0.056650340646475936,0.04471247153278281,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,T89515-89516-1::-1,T89515-89516-1,-1,0.06147562558586743,0.04471247153258384,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.0639328713204198,0.03352191065002347,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.15919518009262595,0.033521910649998946,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.06520014479226743,0.03447013678606501,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,3691-4041-1::+1,3691-4041-1,1,0.540635591055844,0.30264512085663586,official_model_generator_bus_assignment
16672-2,wind,1.59,1661,C003-Z001,8,2561-3781-1::+1,2561-3781-1,1,0.999999999954077,0.012039979995708112,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,3581-89516-1::+1,3581-89516-1,1,0.08708574614390818,0.044712471532730995,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,T89510-89515-1::-1,T89510-89515-1,-1,0.056650340646475936,0.04471247153278281,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,T89515-89516-1::-1,T89515-89516-1,-1,0.06147562558586743,0.04471247153258384,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.0639328713204198,0.03352191065002347,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.15919518009262595,0.033521910649998946,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.06520014479226743,0.03447013678606501,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,3691-4041-1::+1,3691-4041-1,1,0.540635591055844,0.30264512085663586,official_model_generator_bus_assignment
16674-1,wind,18.7,1661,C003-Z001,8,2561-3781-1::+1,2561-3781-1,1,0.999999999954077,0.012039979995708112,official_model_generator_bus_assignment
16675-2,wind,8.5,1661,C003-Z001,8,3581-89516-1::+1,3581-89516-1,1,0.08708574614390818,0.044712471532730995,official_model_generator_bus_assignment
16675-2,wind,8.5,1661,C003-Z001,8,T89510-89515-1::-1,T89510-89515-1,-1,0.056650340646475936,0.04471247153278281,official_model_generator_bus_assignment
16675-2,wind,8.5,1661,C003-Z001,8,T89515-89516-1::-1,T89515-89516-1,-1,0.06147562558586743,0.04471247153258384,official_model_generator_bus_assignment
16675-2,wind,8.5,1661,C003-Z001,8,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.0639328713204198,0.03352191065002347,official_model_generator_bus_assignment
