renewable_resource,carrier,installed_capacity_mw,official_connection_bus,response_zone_id,constraint_group_count,mode_id,branch,flow_sign,normalized_positive_relief,relief_mw_per_mw_curtailment,mapping_method
17078-1,wind,37.5,17010,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.5574749844622874,0.2862246174223462,official_model_generator_bus_assignment
17078-1,wind,37.5,17010,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.36264428072347693,0.2862246174222014,official_model_generator_bus_assignment
17078-1,wind,37.5,17010,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.39353309738915887,0.2862246174228018,official_model_generator_bus_assignment
17205-1,solar,8.0,1721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17272-1,solar,4.0,1721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17273-1,solar,19.0,1721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17274-1,solar,3.3,1721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17471-1,wind,824.0,17420,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17571-1,wind,42.0,1751,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17571-2,wind,12.0,1751,C003-Z001,0,,,,,,official_model_generator_bus_assignment
17671-1,hydro,10.0,1761,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.5574481489169617,0.2862108392369419,official_model_generator_bus_assignment
17671-1,hydro,10.0,1761,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.36262682387373224,0.2862108392367862,official_model_generator_bus_assignment
17671-1,hydro,10.0,1761,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.39351415362383785,0.2862108392373899,official_model_generator_bus_assignment
17672-2,hydro,10.0,1761,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.5574481489169617,0.2862108392369419,official_model_generator_bus_assignment
17672-2,hydro,10.0,1761,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.36262682387373224,0.2862108392367862,official_model_generator_bus_assignment
17672-2,hydro,10.0,1761,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.39351415362383785,0.2862108392373899,official_model_generator_bus_assignment
18212-1,solar,20.0,1821,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.058101665671393514,0.02983116281789086,official_model_generator_bus_assignment
18271-DW,wind,4.25,1821,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.058101665671393514,0.02983116281789086,official_model_generator_bus_assignment
18272-1,solar,4.0,1821,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.058101665671393514,0.02983116281789086,official_model_generator_bus_assignment
18274-1,solar,50.0,1821,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.058101665671393514,0.02983116281789086,official_model_generator_bus_assignment
18275-1,solar,4.99,1821,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.058101665671393514,0.02983116281789086,official_model_generator_bus_assignment
18276-1,wind,4.99,1821,C003-Z001,1,3581-89516-1::+1,3581-89516-1,1.0,0.058101665671393514,0.02983116281789086,official_model_generator_bus_assignment
18372-1,wind,3.0,1831,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,1.0,0.8112009327698033,official_model_generator_bus_assignment
18373-1,wind,4.99,1831,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,1.0,0.8112009327698033,official_model_generator_bus_assignment
18471-1,wind,4.99,1841,C003-Z001,0,,,,,,official_model_generator_bus_assignment
18472-DW,wind,2.5,1841,C003-Z001,0,,,,,,official_model_generator_bus_assignment
18476-1,solar,5.0,1841,C003-Z001,0,,,,,,official_model_generator_bus_assignment
18672-1,solar,4.0,1861,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1403560653951621,0.07206307411154116,official_model_generator_bus_assignment
18672-1,solar,4.0,1861,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.09130333342133043,0.07206307411151232,official_model_generator_bus_assignment
18672-1,solar,4.0,1861,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.09908024340422361,0.07206307411162421,official_model_generator_bus_assignment
18871-1,solar,120.0,18810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19074-1,solar,4.0,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19076-1,wind,15.0,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19076-2,wind,6.0,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19077-1,solar,4.6,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19077-2,solar,4.7,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19081-1,wind,2.55,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19082-2,wind,1.7,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19083-1,wind,4.99,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19084-2,wind,4.5,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19085-1,wind,21.0,1901,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19201-1,solar,4.95,1921,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19371-1,wind,23.75,1931,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.21835880660501764,0.11211205457336407,official_model_generator_bus_assignment
19371-1,wind,23.75,1931,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.14204506851068727,0.11211205457334489,official_model_generator_bus_assignment
19371-1,wind,23.75,1931,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.1541439883410577,0.11211205457342933,official_model_generator_bus_assignment
19372-2,wind,11.05,1931,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.21835880660501764,0.11211205457336407,official_model_generator_bus_assignment
19372-2,wind,11.05,1931,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.14204506851068727,0.11211205457334489,official_model_generator_bus_assignment
19372-2,wind,11.05,1931,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.1541439883410577,0.11211205457342933,official_model_generator_bus_assignment
19771-1,wind,42.5,1971,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19772-TW,wind,8.5,1971,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19773-TW,wind,30.0,1971,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19971-1,wind,20.0,1991,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19972-2,wind,2.0,1991,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19973-3,wind,3.3,1991,C003-Z001,0,,,,,,official_model_generator_bus_assignment
19974-4,wind,16.1,1991,C003-Z001,0,,,,,,official_model_generator_bus_assignment
20671-1,solar,55.0,2061,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21071-2,wind,0.5,2101,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21072-1,solar,3.99,2101,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21272-1,solar,4.0,2121,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21273-1,solar,8.0,2121,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21274-1,solar,60.0,21210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21371-TW,wind,28.5,2131,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21471-1,solar,15.0,2141,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21472-1,solar,19.0,2141,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21473-1,solar,4.95,2141,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21474-1,solar,4.0,2141,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21571-1,solar,50.0,2151,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21572-1,wind,25.2,2151,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21672-1,solar,4.99,2161,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21791-1,wind,33.6,2171,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999996682,0.8112009327695341,official_model_generator_bus_assignment
21871-1,wind,1.7,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21872-2,wind,1.8,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21874-1,wind,0.15,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21875-1,solar,3.99,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21876-1,solar,3.99,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21877-1,solar,4.0,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
21878-1,solar,4.0,2181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22171-1,solar,101.1,2211,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22272-DW,wind,17.0,2225,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22273-DW,wind,4.5,2221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22274-2,wind,5.94,1281,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22275-4,wind,4.25,2221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22276-3,wind,5.95,2225,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22278-1,wind,4.62,2221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22279-1,wind,13.8,2221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22371-1,wind,59.5,2231,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22471-1,wind,2.55,2241,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22472-2,wind,4.25,2241,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22473-1,wind,4.25,2241,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22474-1,wind,9.99,2241,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22475-1,wind,4.99,2241,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22771-1,solar,65.0,2271,C003-Z001,0,,,,,,official_model_generator_bus_assignment
22871-1,wind,2.55,22811,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07276222027349022,0.03735833757754757,official_model_generator_bus_assignment
22871-1,wind,2.55,22811,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.051364353047363365,0.037358337577418486,official_model_generator_bus_assignment
22872-1,wind,40.8,2281,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07277808242838567,0.037366481690454846,official_model_generator_bus_assignment
22872-1,wind,40.8,2281,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05137555046988677,0.03736648169032575,official_model_generator_bus_assignment
22874-1,solar,4.0,2281,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07277808242838567,0.037366481690454846,official_model_generator_bus_assignment
22874-1,solar,4.0,2281,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05137555046988677,0.03736648169032575,official_model_generator_bus_assignment
23071-1,solar,14.0,2301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
23073-1,solar,17.5,2301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
23371-1,wind,47.3,2331,C003-Z001,1,2781-4951-1::-1,2781-4951-1,-1.0,0.9999999999996132,0.8112009327694896,official_model_generator_bus_assignment
23675-1,solar,19.0,2361,C003-Z001,0,,,,,,official_model_generator_bus_assignment
23682-1,wind,45.515,23610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
23692-TW,wind,26.875,23610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
25672-1,solar,8.42,2571,C003-Z001,0,,,,,,official_model_generator_bus_assignment
25675-1,solar,75.0,25610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
25675-2,solar,18.27,25610,C003-Z001,0,,,,,,official_model_generator_bus_assignment
26071-1,wind,48.3,2601,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.17520822482498308,0.08995723309118585,official_model_generator_bus_assignment
26071-1,wind,48.3,2601,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.11397508846035777,0.08995723309118643,official_model_generator_bus_assignment
26071-1,wind,48.3,2601,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.12368310206739948,0.08995723309111942,official_model_generator_bus_assignment
26071-2,wind,27.3,2601,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.17520822482498308,0.08995723309118585,official_model_generator_bus_assignment
26071-2,wind,27.3,2601,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.11397508846035777,0.08995723309118643,official_model_generator_bus_assignment
26071-2,wind,27.3,2601,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.12368310206739948,0.08995723309111942,official_model_generator_bus_assignment
26471-1,solar,54.8,2641,C003-Z001,0,,,,,,official_model_generator_bus_assignment
26571-1,wind,49.5,2651,C003-Z001,0,,,,,,official_model_generator_bus_assignment
26671-1,solar,40.0,2661,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.2322508326499043,0.11924464339033894,official_model_generator_bus_assignment
26671-1,solar,40.0,2661,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.15108200098876665,0.11924464339026562,official_model_generator_bus_assignment
26671-1,solar,40.0,2661,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.16395065624705674,0.11924464339050495,official_model_generator_bus_assignment
26732-1,wind,34.0,2671,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.23225083264990487,0.11924464339033924,official_model_generator_bus_assignment
26732-1,wind,34.0,2671,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.15108200098876715,0.11924464339026601,official_model_generator_bus_assignment
26732-1,wind,34.0,2671,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.16395065624705682,0.119244643390505,official_model_generator_bus_assignment
26771-1,wind,26.0,2671,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.23225083264990487,0.11924464339033924,official_model_generator_bus_assignment
26771-1,wind,26.0,2671,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.15108200098876715,0.11924464339026601,official_model_generator_bus_assignment
26771-1,wind,26.0,2671,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.16395065624705682,0.119244643390505,official_model_generator_bus_assignment
26773-1,wind,22.0,2671,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.23225083264990487,0.11924464339033924,official_model_generator_bus_assignment
26773-1,wind,22.0,2671,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.15108200098876715,0.11924464339026601,official_model_generator_bus_assignment
26773-1,wind,22.0,2671,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.16395065624705682,0.119244643390505,official_model_generator_bus_assignment
26971-1,solar,95.0,2691,C003-Z001,0,,,,,,official_model_generator_bus_assignment
26972-1,solar,48.0,2691,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27014-1,solar,4.0,2701,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27071-1,wind,0.5,2701,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27072-1,solar,39.99,2701,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27271-2,solar,9.5,2721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27273-1,solar,25.0,2721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27274-1,solar,25.3,2721,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27371-1,wind,12.8,2731,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27372-2,wind,17.0,2731,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27373-1,solar,7.0,2731,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27475-1,solar,4.99,2741,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27476-1,solar,12.0,2741,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27479-1,wind,450.0,2742,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27771-1,wind,41.225,2771,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27772-2,wind,10.0,2771,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27773-3,wind,4.99,2771,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27774-4,wind,18.0,2771,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27971-1,solar,119.0,2791,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27972-1,solar,31.6,2791,C003-Z001,0,,,,,,official_model_generator_bus_assignment
27973-1,solar,18.9,2791,C003-Z001,0,,,,,,official_model_generator_bus_assignment
28271-1,wind,3.0,2821,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1359009838848129,0.0697756997244823,official_model_generator_bus_assignment
28271-1,wind,3.0,2821,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08840524852974128,0.06977569972442065,official_model_generator_bus_assignment
28271-1,wind,3.0,2821,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.09593530941672797,0.06977569972465936,official_model_generator_bus_assignment
28272-1,wind,5.0,2821,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.1359009838848129,0.0697756997244823,official_model_generator_bus_assignment
28272-1,wind,5.0,2821,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.08840524852974128,0.06977569972442065,official_model_generator_bus_assignment
28272-1,wind,5.0,2821,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.09593530941672797,0.06977569972465936,official_model_generator_bus_assignment
28814-2,wind,13.8,28810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
28844-1,solar,4.95,28810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
28872-1,wind,10.5,28810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
28873-DW,wind,16.5,28810,C003-Z001,0,,,,,,official_model_generator_bus_assignment
28874-1,wind,26.0,2881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
29271-1,solar,42.3,2921,C003-Z001,0,,,,,,official_model_generator_bus_assignment
31171-1,solar,25.7,3111,C003-Z001,0,,,,,,official_model_generator_bus_assignment
31172-1,solar,16.3,3111,C003-Z001,0,,,,,,official_model_generator_bus_assignment
31871-1,biomass,47.11,3181,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32071-1,wind,450.0,32060,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32271-1,wind,0.85,3221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32272-1,solar,4.95,3221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32273-1,solar,4.95,3221,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32471-1,solar,15.0,3241,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32508-1,wind,42.55,3251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32576-8,wind,11.2,3251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32577-1,wind,4.1,3251,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32671-1,solar,4.0,3261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32672-1,solar,4.0,3261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32674-1,solar,6.0,3261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
32675-1,solar,44.0,3261,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33071-DW,wind,4.5,3301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33072-1,wind,9.35,3301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33074-1,solar,8.99,3301,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33174-1,wind,110.2,3311,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33471-1,solar,81.0,33410,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33671-1,solar,47.0,3361,C003-Z001,0,,,,,,official_model_generator_bus_assignment
33971-TW,wind,105.0,3391,C003-Z001,0,,,,,,official_model_generator_bus_assignment
34872-1,wind,37.0,3481,C003-Z001,0,,,,,,official_model_generator_bus_assignment
34971-1,wind,48.9,3491,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35071-1,wind,4.6,3501,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07358611935659261,0.03778135243279361,official_model_generator_bus_assignment
35071-1,wind,4.6,3501,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05194596041508891,0.03778135243289558,official_model_generator_bus_assignment
35075-1,solar,4.0,3501,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07358611935659261,0.03778135243279361,official_model_generator_bus_assignment
35075-1,solar,4.0,3501,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05194596041508891,0.03778135243289558,official_model_generator_bus_assignment
35076-1,wind,4.95,3501,C003-Z001,2,3581-89516-1::+1,3581-89516-1,1.0,0.07358611935659261,0.03778135243279361,official_model_generator_bus_assignment
35076-1,wind,4.95,3501,C003-Z001,2,T89515-89516-1::-1,T89515-89516-1,-1.0,0.05194596041508891,0.03778135243289558,official_model_generator_bus_assignment
35171-1,wind,88.0,3511,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35171-2,wind,9.5,3511,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35271-1,solar,50.0,3521,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35371-1,solar,87.0,3531,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35372-1,solar,60.0,3531,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35471-1,solar,4.0,3541,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35472-1,solar,4.95,3541,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35571-1,solar,55.0,3551,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35571-2,solar,25.0,3551,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35772-1,wind,34.0,3571,C003-Z001,0,,,,,,official_model_generator_bus_assignment
35871-1,wind,2.55,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
35871-1,wind,2.55,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
35871-1,wind,2.55,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
35872-2,wind,2.45,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
35872-2,wind,2.45,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
35872-2,wind,2.45,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
35873-3,wind,3.4,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
35873-3,wind,3.4,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
35873-3,wind,3.4,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
35875-1,wind,15.0,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
35875-1,wind,15.0,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
35875-1,wind,15.0,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
35876-3,wind,11.88,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
35876-3,wind,11.88,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
35876-3,wind,11.88,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
35877-6,wind,4.99,3581,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9999999999999528,0.5134304236062013,official_model_generator_bus_assignment
35877-6,wind,4.99,3581,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6505122038315564,0.5134304236060341,official_model_generator_bus_assignment
35877-6,wind,4.99,3581,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.7059206392345869,0.5134304236067172,official_model_generator_bus_assignment
35971-1,wind,30.5,3591,C003-Z001,3,3581-89516-1::+1,3581-89516-1,1.0,0.9469405949918346,0.4861881108165888,official_model_generator_bus_assignment
35971-1,wind,30.5,3591,C003-Z001,3,T89510-89515-1::-1,T89510-89515-1,-1.0,0.6159964133457082,0.4861881108164113,official_model_generator_bus_assignment
35971-1,wind,30.5,3591,C003-Z001,3,T89515-89516-1::-1,T89515-89516-1,-1.0,0.6684649101339216,0.4861881108171313,official_model_generator_bus_assignment
36271-1,wind,36.0,36210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36272-2,wind,23.0,36210,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36273-1,wind,28.8,3621,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36471-1,wind,14.45,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36472-1,wind,4.0,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36473-1,wind,5.0,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36474-1,wind,3.6,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36475-1,wind,4.0,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36476-1,wind,14.8,36411,C003-Z001,0,,,,,,official_model_generator_bus_assignment
36477-1,solar,20.0,3641,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38071-1,wind,1.7,3801,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38072-1,solar,3.95,3801,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38073-1,solar,7.0,3801,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38074-1,solar,3.6,3801,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38074-2,solar,0.34,3801,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38271-1,wind,10.5,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38272-2,wind,4.5,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38273-1,wind,7.5,3821,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38870-1,wind,24.0,3881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38872-1,solar,4.0,3881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
38873-1,solar,13.8,3881,C003-Z001,0,,,,,,official_model_generator_bus_assignment
39474-4,wind,17.25,3941,C003-Z001,0,,,,,,official_model_generator_bus_assignment
39475-1,wind,450.0,39420,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40014-1,solar,4.0,4001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40071-1,solar,4.0,4001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40072-1,solar,4.0,4001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
40073-1,solar,16.85,4001,C003-Z001,0,,,,,,official_model_generator_bus_assignment
