mode_id,branch,flow_sign,ac_component,bus,relief_mw_per_mw_curtailment_or_charge,normalized_positive_relief,membership_threshold,balancing_reference,membership_type
T89515-89516-1::-1,T89515-89516-1,-1,3,16661,0.04471247153258419,0.06147562558586791,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,16662,0.04471247153258547,0.06147562558586967,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,17010,0.2862246174228018,0.39353309738915887,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,17061,0.2862108392374116,0.3935141536238677,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,22811,0.037358337577418486,0.051364353047363365,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,22861,0.03736648169032574,0.051375550469886754,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,28019,0.38114100547536395,0.5240345913544381,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,28261,0.06977569972465972,0.09593530941672847,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,28710,0.3803544681265029,0.5229531732643501,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,28712,0.3802421677421318,0.5227987703394813,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,35011,0.03781058979248641,0.051986159154047355,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,35861,0.5134304236067174,0.7059206392345873,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,35862,0.5134304236067437,0.7059206392346234,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,40461,0.08023498278511865,0.11031588260541485,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,40462,0.08023498278511876,0.110315882605415,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,49861,0.1278538718838685,0.17578757085499797,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,51911,0.3803544681264813,0.5229531732643204,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,66094,0.04753965112739379,0.06536274316799177,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,89516,0.7273203177108091,1.0,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,star:2522-2521-25221-1,0.06886390775576105,0.09468167749321989,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,star:2522-2521-25222-2,0.06893471770924578,0.09477903480850512,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,star:5042-5041-50421-1,0.12840211765944695,0.176541359470864,0.05,load_weighted_component_local,overlapping_directional_constraint_group
2781-4951-1::-1,2781-4951-1,-1,3,1831,0.8112009327698033,1.0,0.05,load_weighted_component_local,overlapping_directional_constraint_group
2781-4951-1::-1,2781-4951-1,-1,3,2091,0.8112009327694895,0.9999999999996131,0.05,load_weighted_component_local,overlapping_directional_constraint_group
2781-4951-1::-1,2781-4951-1,-1,3,2171,0.8112009327695341,0.9999999999996682,0.05,load_weighted_component_local,overlapping_directional_constraint_group
2781-4951-1::-1,2781-4951-1,-1,3,2331,0.8112009327694896,0.9999999999996132,0.05,load_weighted_component_local,overlapping_directional_constraint_group
2781-4951-1::-1,2781-4951-1,-1,3,4951,0.8112009327691501,0.9999999999991948,0.05,load_weighted_component_local,overlapping_directional_constraint_group
2781-4951-1::-1,2781-4951-1,-1,3,20900,0.8112009327694878,0.9999999999996111,0.05,load_weighted_component_local,overlapping_directional_constraint_group
1122-11260-1::-1,1122-11260-1,-1,3,11260,1.000000000000026,0.9999999999999964,0.05,load_weighted_component_local,overlapping_directional_constraint_group
1122-11260-1::-1,1122-11260-1,-1,3,11261,1.0000000000000295,1.0,0.05,load_weighted_component_local,overlapping_directional_constraint_group
