mode_id,branch,flow_sign,ac_component,bus,relief_mw_per_mw_curtailment_or_charge,normalized_positive_relief,membership_threshold,balancing_reference,membership_type
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,4761,0.12345805704625365,0.23545877670912702,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,4791,0.0652526821119782,0.12444968821532376,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,4941,0.04586089942863496,0.08746574777376481,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,4942,0.052924901358247706,0.10093818766802283,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,4943,0.05282865270944069,0.10075462258000663,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,4951,0.05101456395801615,0.09729479882713336,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5001,0.046963237179896394,0.08956812249634015,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5051,0.1651036674159069,0.3148851398607011,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5071,0.1651036674159061,0.31488513986069955,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5081,0.02989585509177004,0.0570172707800208,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5091,0.13219463223295172,0.252121142497992,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5140,0.20742692413152578,0.39560390776478715,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5141,0.2074269241315336,0.3956039077648021,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5142,0.20742692413152566,0.39560390776478693,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5181,0.122955496486261,0.2345002949582455,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5221,0.1638717967135939,0.31253572034471305,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5261,0.18697618685900616,0.3566003328163886,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5271,0.112113204342771,0.2138219131182277,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5274,0.11209111291423299,0.2137797804226081,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5281,0.18305497465449647,0.34912181054752733,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5301,0.07532479076249775,0.1436591787781328,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5351,0.06559731574820478,0.12510697228685524,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5381,0.10263598149993325,0.1957469866973596,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5441,0.04127553422683295,0.07872055522001838,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,5481,0.11936675032733222,0.22765585077438502,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,6201,0.16186753898459585,0.3087132069796851,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,6931,0.08450558705184297,0.16116876150787748,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,10210,0.1310026951628459,0.24984788426636256,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,10261,0.13099572477062327,0.24983459035857564,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,10422,0.12002742330514776,0.22891588397823612,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,11310,0.2052793831420233,0.39150812506401517,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,11461,0.0340087873019011,0.06486144077633141,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,12111,0.16186753898459225,0.3087132069796782,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,13810,0.12345805704625364,0.235458776709127,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,14461,0.12996794536047399,0.2478744130446729,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,14619,0.10909601722875678,0.20806754435554606,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,15010,0.12996794536047368,0.2478744130446723,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16011,0.1414456077700877,0.26976457084486793,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16110,0.1618675389845879,0.30871320697966986,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16410,0.05101456395798569,0.09729479882707527,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16411,0.0510119437939099,0.09728980165926927,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16461,0.05101456395798823,0.09729479882708011,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16661,0.03352191065002341,0.0639328713204197,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,16662,0.033521910650022815,0.06393287132041857,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,17261,0.08966831294809081,0.1710150943685965,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,17810,0.16510366741590676,0.3148851398607008,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,18810,0.12903759428000988,0.24610005070205138,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,20900,0.05101456395811879,0.09729479882732912,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,21210,0.12042710510762883,0.22967815572085581,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,21261,0.12306640078634576,0.23471181125337037,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,21661,0.07721942350085301,0.14727261574255107,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,22261,0.1363228809488251,0.2599945240807461,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,22419,0.033422270507543705,0.06374283798747485,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,22811,0.03901230548387252,0.07440413323849678,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,22861,0.03900622531240665,0.07439253715663878,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,23610,0.11547528369132959,0.2202340591502525,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,27460,0.028299542937170217,0.05397278979465128,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,28810,0.17396907076304996,0.3317932062687869,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,31019,0.06593507529731372,0.1257511461233609,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,31911,0.20527938314199798,0.3915081250639669,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,31920,0.20527938314198893,0.39150812506394966,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,32060,0.1196778736924828,0.22824922417355115,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,32210,0.12348286829990346,0.23550609664573363,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,32810,0.13310006145400194,0.25384797395707864,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,34620,0.2103969758922635,0.40126838014575206,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,36210,0.0753247907624727,0.143659178778085,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,36671,0.02829954293716473,0.05397278979464082,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,39420,0.19332447657506127,0.3687077688679494,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,39610,0.12298317101628423,0.234553075725586,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,43619,0.17743823493786434,0.33840958410874344,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,47210,0.12345805704625273,0.23545877670912527,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,47261,0.12345805704625282,0.23545877670912543,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,50019,0.04696323717989567,0.08956812249633878,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,51410,0.20742692413153327,0.3956039077648014,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,52219,0.16387179671359534,0.3125357203447158,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,52610,0.20527938314198393,0.3915081250639401,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,52661,0.18697618685900594,0.3566003328163882,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,52861,0.18305497465449663,0.34912181054752767,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,53061,0.0753247907624979,0.14365917877813308,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,66096,0.1331077536140863,0.25386264441801937,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,68090,0.08450558705184455,0.1611687615078805,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1072-1041-10421-2,0.11948003645509092,0.22787190968295978,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1212-1211-12121-1,0.161867538984595,0.3087132069796834,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1212-12111-12122-2,0.16186753898459516,0.30871320697968374,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1244-1243-12402-1,0.11967787369246796,0.22824922417352284,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1602-1601-16022-1,0.14270880515882495,0.2721737365081734,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1602-16011-16021-1,0.1427005469662024,0.2721579865119459,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1642-1641-16421-1,0.050322670393006516,0.09597522182804735,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1642-1641-16422-2,0.05032267039300113,0.09597522182803708,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:1642-16411-16424-4,0.050684423284158564,0.09666515568299,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:2002-2001-20021-1,0.04959934560753431,0.09459569931468989,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:2742-2741-27421-1,0.03132349678002575,0.05974006403902782,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:2742-2741-27422-2,0.03132349678002608,0.05974006403902844,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3192-3191-31922-1,0.2052793831419952,0.3915081250639616,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3192-31911-31927-2,0.2052793831419972,0.39150812506396543,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3202-3201-32021-1,0.11802794143722725,0.22510247911883305,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3203-3209-32022-2,0.11800122832632534,0.22505153196669456,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3204-3202-32081-1,0.11967787369246805,0.228249224173523,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3282-3281-32823-3,0.13328103886480844,0.25419313344508615,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3282-32810-32824-4,0.1332748705081397,0.25418136917671613,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3332-3331-33321-1,0.17396907076304,0.3317932062687679,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3332-3331-33323-3,0.17396907076303972,0.33179320626876735,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3462-3461-34621-1,0.1942657732459739,0.37050300660257884,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3462-3461-34622-2,0.19426577324597435,0.3705030066025797,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3464-3462-34641-1,0.5243298159098441,1.0,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3934-3942-39402-1,0.05476589399484946,0.10444932241706847,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3940-3941-39423-1,0.1764216088296687,0.3364706783335082,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:3954-3942-39421-2,0.08204014137089202,0.15646667208602613,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:4722-4721-47221-1,0.12081465954672047,0.23041729819822787,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:4722-47210-47222-2,0.12272043593577711,0.23405198829447893,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:4942-4941-49422-2,0.04657472339080482,0.08882715034998717,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:4943-4941-49421-1,0.046564997375360045,0.0888086009271818,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,3,star:5142-51410-51422-2,0.20742692413153255,0.39560390776480003,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1021,0.130995724770544,0.6220972370562496,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1041,0.11941899867062143,0.5671194938242948,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1042,0.12002742330504178,0.5700088956325816,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1052,0.12002799584270725,0.5700116146075743,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1062,0.1200279958427075,0.5700116146075755,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1071,0.08376876690755765,0.39781694048475325,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1072,0.1200244934913944,0.5699949819802215,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1081,0.13310006145390613,0.6320907085138011,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1101,0.07721942350072952,0.3667141816347445,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1131,0.20527938314193267,0.9748695028093264,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1141,0.034008787301845464,0.16150735188625862,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1151,0.1686167827150945,0.8007592219678413,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1161,0.16510366741576943,0.7840754765631851,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1211,0.16186753898449868,0.7687071387080447,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1212,0.1618675389845176,0.7687071387081346,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1243,0.11967787369236378,0.5683488884175221,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1244,0.11967787369236017,0.5683488884175049,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1251,0.1432790110865963,0.6804304268803594,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1281,0.1363228809485586,0.6473958423772626,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1311,0.17396907076296136,0.826177178258701,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1361,0.06825427415325379,0.32413878729549817,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1381,0.12097226710426102,0.5744959483052823,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1401,0.021339596348401227,0.10134150523988057,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1441,0.1299679453603534,0.6172163240913202,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1461,0.10909601722865256,0.5180957700006313,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1481,0.043530946000369386,0.20672797742605398,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1501,0.1299679453603398,0.6172163240912556,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1511,0.20527938314187627,0.9748695028090586,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1531,0.11839356534290126,0.5622497223788715,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1551,0.14144560776998488,0.671723614962096,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1601,0.14145584349915097,0.6717722243258338,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1602,0.14794117304907317,0.7025709820827974,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1611,0.1561465178053379,0.7415380728860088,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1621,0.12959655367666945,0.6154525891244719,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1641,0.05101456395794106,0.24226759570554096,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1642,0.04752188524188879,0.22568090340709226,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1651,0.18537463773713964,0.8803420887099754,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1661,0.033521910649998946,0.15919518009262595,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1681,0.13831493294140268,0.656856075090898,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1721,0.08966831294799486,0.4258338188834244,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1751,0.16186753898450063,0.768707138708054,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1781,0.16510366741577165,0.7840754765631957,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1821,0.03991118363399839,0.18953776628852267,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,3,1831,0.05101456395818514,0.2422675957067001,0.05,load_weighted_component_local,overlapping_directional_constraint_group
